arm,opponent_id,games,wins,losses,ties,score_rate,mean_self_cash,mean_opp_cash,mean_margin
B0_v124,ahmed_v56,8,0,8,0,0.0,93504.25,103520.0,-10015.75
B0_v124,ahmed_v57,8,0,8,0,0.0,93503.75,103527.75,-10024.0
B0_v124,order_book,8,0,8,0,0.0,93488.125,103477.5,-9989.375
B0_v124,metav4,8,0,8,0,0.0,96579.75,106026.625,-9446.875
B0_v124,herd_safe,8,0,8,0,0.0,93403.375,103519.75,-10116.375
B0_v124,melon_threshold,8,0,8,0,0.0,109880.375,120951.125,-11070.75
B0_v124,barnyard,8,8,0,0,1.0,96563.5,54323.25,42240.25
