submission_id,label,n_public,wins,losses,draws,win_rate,win_rate_wilson_low,win_rate_wilson_high,last_rating,last_timestamp_utc,mean_opponent_rating,mean_cash,median_cash,mean_margin
56216119,Top1,578,436,142,0,0.754325259515571,0.7176270287320721,0.7876652558636219,3292.9542911939634,2026-09-20T03:02:24.454468500Z,2982.715439052097,108689.51211072665,107377.0,5668.328719723183
56354460,Top3,152,122,30,0,0.8026315789473685,0.7322390867806693,0.8581044629794242,3069.707548442365,2026-09-20T04:02:04.324130300Z,2716.614581457351,116234.15131578948,114071.0,14617.842105263158
56357320,v124_1,78,44,34,0,0.5641025641025641,0.45361986570375756,0.6685675945895508,1654.9613,2026-09-20T01:36:21.687722800Z,1570.2442564102564,95772.91025641025,91757.5,4354.602564102564
56360233,v124_2,79,55,24,0,0.6962025316455697,0.5876533928859551,0.7865553721612399,1571.7205,2026-09-20T02:39:50.182777600Z,1416.6909215189871,95224.25316455697,96678.0,5236.303797468355
56361903,Top2,131,118,13,0,0.9007633587786259,0.837607144602738,0.9410851130924571,3172.521409674032,2026-09-20T04:07:50.098775500Z,2684.2062039161997,106203.35114503816,105112.0,14309.687022900764
