group,n,tomato_games,four_quadrant_games,effective_opening144_variants,overflow_units_mean,overflow_games,atomic_seed_cancelled_requests,atomic_seed_games,terminal_shed_mean,terminal_carry_mean,fertilize_WHEAT_mean,fertilize_CARROT_mean,fertilize_TOMATO_mean,fertilize_STRAWBERRY_mean,fertilize_MELON_mean,final_COW_mean,max_COW_mean,final_SHEEP_mean,max_SHEEP_mean,final_GOOSE_mean,max_GOOSE_mean,animal_exit_games,animal_exit_count,exited_tiles_reused_crop,animal_reuse_games
Top1,578,575,0,578,8.854671280276817,499,0,0,1.0103806228373702,1.3391003460207613,65.00692041522491,10.140138408304498,16.95674740484429,68.75432525951557,0.03460207612456748,6.78719723183391,9.320069204152249,1.7664359861591696,5.780276816608996,1.193771626297578,1.2041522491349481,577,3810,784,404
Top2,131,128,0,93,4.145038167938932,77,0,0,4.8320610687022905,1.0381679389312977,78.93893129770993,10.84732824427481,15.198473282442748,65.43511450381679,0.0,6.778625954198473,8.725190839694656,2.3053435114503817,6.8320610687022905,1.6488549618320612,1.6641221374045803,131,851,219,88
Top3,152,152,0,4,0.28289473684210525,14,247,108,0.0,0.0,76.77631578947368,26.914473684210527,20.539473684210527,52.125,0.0,5.230263157894737,9.460526315789474,2.9934210526315788,8.611842105263158,4.078947368421052,5.203947368421052,152,1696,758,146
v124,157,20,20,5,18.095541401273884,125,47,11,0.08917197452229299,0.12101910828025478,10.764331210191083,3.8662420382165603,2.535031847133758,59.98726114649681,0.0,7.547770700636943,7.630573248407643,6.56687898089172,6.598726114649682,2.426751592356688,2.4713375796178343,16,27,0,0
