bank,arm,opponent_family,requested_seed,seat,score,our_cash,opponent_cash,margin,paired_score_delta_vs_c0,paired_margin_delta_vs_c0,action_differences_vs_c0,first_action_difference,stored_states,statuses,shop_history_sha256,replay_path
external,a2_keep,qeinstein_moev2,2026092424,1,1.0,123877.0,118192.0,5685.0,0.0,0.0,0,,720,DONE/DONE,3723bf41f9aacdd0984c797fc5304082012861f02215df0a8fd5f0f368f159de,experiments\learning_round2_20260921\external_bank\replays\a2_keep\qeinstein_moev2\seed_2026092424_seat_1.json.gz
external,a2_keep,smart_farm,2026092421,0,1.0,77690.0,72621.0,5069.0,0.0,0.0,0,,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\a2_keep\smart_farm\seed_2026092421_seat_0.json.gz
external,a2_keep,smart_farm,2026092421,1,1.0,77690.0,72621.0,5069.0,0.0,0.0,0,,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\a2_keep\smart_farm\seed_2026092421_seat_1.json.gz
external,a2_keep,smart_farm,2026092422,0,1.0,58394.0,55414.0,2980.0,0.0,0.0,0,,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\a2_keep\smart_farm\seed_2026092422_seat_0.json.gz
external,a2_keep,smart_farm,2026092422,1,1.0,58645.0,54454.0,4191.0,0.0,0.0,0,,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\a2_keep\smart_farm\seed_2026092422_seat_1.json.gz
external,a2_keep,smart_farm,2026092423,0,1.0,114616.0,97026.0,17590.0,0.0,0.0,0,,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\a2_keep\smart_farm\seed_2026092423_seat_0.json.gz
external,a2_keep,smart_farm,2026092423,1,1.0,114616.0,97026.0,17590.0,0.0,0.0,0,,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\a2_keep\smart_farm\seed_2026092423_seat_1.json.gz
external,a2_keep,smart_farm,2026092424,0,1.0,102672.0,102618.0,54.0,0.0,0.0,0,,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\a2_keep\smart_farm\seed_2026092424_seat_0.json.gz
external,a2_keep,smart_farm,2026092424,1,1.0,102672.0,102618.0,54.0,0.0,0.0,0,,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\a2_keep\smart_farm\seed_2026092424_seat_1.json.gz
external,a2_keep,souvik_v4,2026092421,0,1.0,76918.0,71981.0,4937.0,0.0,0.0,0,,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\a2_keep\souvik_v4\seed_2026092421_seat_0.json.gz
external,a2_keep,souvik_v4,2026092421,1,1.0,76918.0,71981.0,4937.0,0.0,0.0,0,,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\a2_keep\souvik_v4\seed_2026092421_seat_1.json.gz
external,a2_keep,souvik_v4,2026092422,0,1.0,59652.0,52835.0,6817.0,0.0,0.0,0,,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\a2_keep\souvik_v4\seed_2026092422_seat_0.json.gz
external,a2_keep,souvik_v4,2026092422,1,1.0,59656.0,53001.0,6655.0,0.0,0.0,0,,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\a2_keep\souvik_v4\seed_2026092422_seat_1.json.gz
external,a2_keep,souvik_v4,2026092423,0,1.0,109530.0,89570.0,19960.0,0.0,0.0,0,,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\a2_keep\souvik_v4\seed_2026092423_seat_0.json.gz
external,a2_keep,souvik_v4,2026092423,1,1.0,109530.0,89570.0,19960.0,0.0,0.0,0,,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\a2_keep\souvik_v4\seed_2026092423_seat_1.json.gz
external,a2_keep,souvik_v4,2026092424,0,1.0,100884.0,97226.0,3658.0,0.0,0.0,0,,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\a2_keep\souvik_v4\seed_2026092424_seat_0.json.gz
external,a2_keep,souvik_v4,2026092424,1,1.0,100884.0,97226.0,3658.0,0.0,0.0,0,,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\a2_keep\souvik_v4\seed_2026092424_seat_1.json.gz
external,a2_nonlearned,mooman_e052a,2026092421,0,1.0,77852.0,74234.0,3618.0,0.0,-1323.0,233,242,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\mooman_e052a\seed_2026092421_seat_0.json.gz
external,a2_nonlearned,mooman_e052a,2026092421,1,1.0,77852.0,74234.0,3618.0,0.0,-1323.0,233,242,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\mooman_e052a\seed_2026092421_seat_1.json.gz
external,a2_nonlearned,mooman_e052a,2026092422,0,1.0,62254.0,54326.0,7928.0,0.0,-1810.0,45,242,720,DONE/DONE,86f7dd52cde6f6c29c4b7645f6d9550fad65a3fa0e020f13ab27c5f50cccfab0,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\mooman_e052a\seed_2026092422_seat_0.json.gz
external,a2_nonlearned,mooman_e052a,2026092422,1,1.0,63240.0,55268.0,7972.0,0.0,-1911.0,58,242,720,DONE/DONE,e4b291032602d7df03c664a5945f491142a5bd573564d4a1ed9c3788d8841302,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\mooman_e052a\seed_2026092422_seat_1.json.gz
external,a2_nonlearned,mooman_e052a,2026092423,0,1.0,108796.0,92918.0,15878.0,0.0,-4086.0,38,242,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\mooman_e052a\seed_2026092423_seat_0.json.gz
external,a2_nonlearned,mooman_e052a,2026092423,1,1.0,108796.0,92918.0,15878.0,0.0,-4086.0,38,242,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\mooman_e052a\seed_2026092423_seat_1.json.gz
external,a2_nonlearned,mooman_e052a,2026092424,0,0.0,92038.0,103949.0,-11911.0,-1.0,-12235.0,30,242,720,DONE/DONE,a23f15340578a5b99382fe90550e3235e577c3b2f6523f8f814b92c3adae7208,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\mooman_e052a\seed_2026092424_seat_0.json.gz
external,a2_nonlearned,mooman_e052a,2026092424,1,0.0,92038.0,103949.0,-11911.0,-1.0,-12235.0,30,242,720,DONE/DONE,a23f15340578a5b99382fe90550e3235e577c3b2f6523f8f814b92c3adae7208,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\mooman_e052a\seed_2026092424_seat_1.json.gz
external,a2_nonlearned,qeinstein_moev2,2026092421,0,0.0,99705.0,110334.0,-10629.0,0.0,-7359.0,70,242,720,DONE/DONE,952794c1ef150612947ef354caa467f8a12cd99436834e5997cda414e2ee1b62,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\qeinstein_moev2\seed_2026092421_seat_0.json.gz
external,a2_nonlearned,qeinstein_moev2,2026092421,1,0.0,99705.0,110334.0,-10629.0,0.0,-7359.0,70,242,720,DONE/DONE,952794c1ef150612947ef354caa467f8a12cd99436834e5997cda414e2ee1b62,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\qeinstein_moev2\seed_2026092421_seat_1.json.gz
external,a2_nonlearned,qeinstein_moev2,2026092422,0,0.0,117288.0,132613.0,-15325.0,-1.0,-19928.0,133,242,720,DONE/DONE,a6ab4a8617a14246a83638fda37212b605621ffae992958a904d37d38c45f904,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\qeinstein_moev2\seed_2026092422_seat_0.json.gz
external,a2_nonlearned,qeinstein_moev2,2026092422,1,0.0,112361.0,120349.0,-7988.0,-1.0,-9290.0,309,242,720,DONE/DONE,21388dc3da1dc4db654389c3092dae24ebcb3a1aa55d69f480fb25577e735eb3,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\qeinstein_moev2\seed_2026092422_seat_1.json.gz
external,a2_nonlearned,qeinstein_moev2,2026092423,0,1.0,67574.0,54629.0,12945.0,0.0,-6071.0,34,242,720,DONE/DONE,98459d74ea722dfadd033793e482550b44de087d64ec90ce077ae0c0f1d55381,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\qeinstein_moev2\seed_2026092423_seat_0.json.gz
external,a2_nonlearned,qeinstein_moev2,2026092423,1,1.0,67574.0,54629.0,12945.0,0.0,-6071.0,34,242,720,DONE/DONE,98459d74ea722dfadd033793e482550b44de087d64ec90ce077ae0c0f1d55381,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\qeinstein_moev2\seed_2026092423_seat_1.json.gz
external,a2_nonlearned,qeinstein_moev2,2026092424,0,0.0,115790.0,128482.0,-12692.0,-1.0,-18377.0,95,242,720,DONE/DONE,3723bf41f9aacdd0984c797fc5304082012861f02215df0a8fd5f0f368f159de,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\qeinstein_moev2\seed_2026092424_seat_0.json.gz
external,a2_nonlearned,qeinstein_moev2,2026092424,1,0.0,115790.0,128482.0,-12692.0,-1.0,-18377.0,95,242,720,DONE/DONE,3723bf41f9aacdd0984c797fc5304082012861f02215df0a8fd5f0f368f159de,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\qeinstein_moev2\seed_2026092424_seat_1.json.gz
external,a2_nonlearned,smart_farm,2026092421,0,1.0,77311.0,75067.0,2244.0,0.0,-2825.0,203,242,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\smart_farm\seed_2026092421_seat_0.json.gz
external,a2_nonlearned,smart_farm,2026092421,1,1.0,77311.0,75067.0,2244.0,0.0,-2825.0,203,242,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\smart_farm\seed_2026092421_seat_1.json.gz
external,a2_nonlearned,smart_farm,2026092422,0,1.0,58983.0,56253.0,2730.0,0.0,-250.0,27,242,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\smart_farm\seed_2026092422_seat_0.json.gz
external,a2_nonlearned,smart_farm,2026092422,1,1.0,59268.0,55317.0,3951.0,0.0,-240.0,27,242,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\smart_farm\seed_2026092422_seat_1.json.gz
external,a2_nonlearned,smart_farm,2026092423,0,1.0,112311.0,101900.0,10411.0,0.0,-7179.0,37,242,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\smart_farm\seed_2026092423_seat_0.json.gz
external,a2_nonlearned,smart_farm,2026092423,1,1.0,112311.0,101900.0,10411.0,0.0,-7179.0,37,242,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\smart_farm\seed_2026092423_seat_1.json.gz
external,a2_nonlearned,smart_farm,2026092424,0,0.0,97620.0,107643.0,-10023.0,-1.0,-10077.0,235,242,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\smart_farm\seed_2026092424_seat_0.json.gz
external,a2_nonlearned,smart_farm,2026092424,1,0.0,97620.0,107643.0,-10023.0,-1.0,-10077.0,235,242,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\smart_farm\seed_2026092424_seat_1.json.gz
external,a2_nonlearned,souvik_v4,2026092421,0,1.0,77850.0,74236.0,3614.0,0.0,-1323.0,233,242,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\souvik_v4\seed_2026092421_seat_0.json.gz
external,a2_nonlearned,souvik_v4,2026092421,1,1.0,77850.0,74236.0,3614.0,0.0,-1323.0,233,242,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\souvik_v4\seed_2026092421_seat_1.json.gz
external,a2_nonlearned,souvik_v4,2026092422,0,1.0,60044.0,53835.0,6209.0,0.0,-608.0,37,242,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\souvik_v4\seed_2026092422_seat_0.json.gz
external,a2_nonlearned,souvik_v4,2026092422,1,1.0,60275.0,53909.0,6366.0,0.0,-289.0,79,242,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\souvik_v4\seed_2026092422_seat_1.json.gz
external,a2_nonlearned,souvik_v4,2026092423,0,1.0,108793.0,92920.0,15873.0,0.0,-4087.0,38,242,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\souvik_v4\seed_2026092423_seat_0.json.gz
external,a2_nonlearned,souvik_v4,2026092423,1,1.0,108793.0,92920.0,15873.0,0.0,-4087.0,38,242,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\souvik_v4\seed_2026092423_seat_1.json.gz
external,a2_nonlearned,souvik_v4,2026092424,0,0.0,100144.0,110928.0,-10784.0,-1.0,-14442.0,83,242,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\souvik_v4\seed_2026092424_seat_0.json.gz
external,a2_nonlearned,souvik_v4,2026092424,1,0.0,100144.0,110928.0,-10784.0,-1.0,-14442.0,83,242,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\a2_nonlearned\souvik_v4\seed_2026092424_seat_1.json.gz
external,b1,mooman_e052a,2026092421,0,1.0,76920.0,71979.0,4941.0,0.0,0.0,1,647,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b1\mooman_e052a\seed_2026092421_seat_0.json.gz
external,b1,mooman_e052a,2026092421,1,1.0,76920.0,71979.0,4941.0,0.0,0.0,1,647,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b1\mooman_e052a\seed_2026092421_seat_1.json.gz
external,b1,mooman_e052a,2026092422,0,1.0,62341.0,52577.0,9764.0,0.0,26.0,5,409,720,DONE/DONE,86f7dd52cde6f6c29c4b7645f6d9550fad65a3fa0e020f13ab27c5f50cccfab0,experiments\learning_round2_20260921\external_bank\replays\b1\mooman_e052a\seed_2026092422_seat_0.json.gz
external,b1,mooman_e052a,2026092422,1,1.0,63421.0,53507.0,9914.0,0.0,31.0,5,360,720,DONE/DONE,e4b291032602d7df03c664a5945f491142a5bd573564d4a1ed9c3788d8841302,experiments\learning_round2_20260921\external_bank\replays\b1\mooman_e052a\seed_2026092422_seat_1.json.gz
external,b1,mooman_e052a,2026092423,0,1.0,109556.0,89547.0,20009.0,0.0,45.0,2,312,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b1\mooman_e052a\seed_2026092423_seat_0.json.gz
external,b1,mooman_e052a,2026092423,1,1.0,109556.0,89547.0,20009.0,0.0,45.0,2,312,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b1\mooman_e052a\seed_2026092423_seat_1.json.gz
external,b1,mooman_e052a,2026092424,0,1.0,95312.0,94988.0,324.0,0.0,0.0,0,,720,DONE/DONE,a23f15340578a5b99382fe90550e3235e577c3b2f6523f8f814b92c3adae7208,experiments\learning_round2_20260921\external_bank\replays\b1\mooman_e052a\seed_2026092424_seat_0.json.gz
external,b1,mooman_e052a,2026092424,1,1.0,95312.0,94988.0,324.0,0.0,0.0,0,,720,DONE/DONE,a23f15340578a5b99382fe90550e3235e577c3b2f6523f8f814b92c3adae7208,experiments\learning_round2_20260921\external_bank\replays\b1\mooman_e052a\seed_2026092424_seat_1.json.gz
external,b1,qeinstein_moev2,2026092421,0,0.0,104646.0,107916.0,-3270.0,0.0,0.0,0,,720,DONE/DONE,952794c1ef150612947ef354caa467f8a12cd99436834e5997cda414e2ee1b62,experiments\learning_round2_20260921\external_bank\replays\b1\qeinstein_moev2\seed_2026092421_seat_0.json.gz
external,b1,qeinstein_moev2,2026092421,1,0.0,104646.0,107916.0,-3270.0,0.0,0.0,0,,720,DONE/DONE,952794c1ef150612947ef354caa467f8a12cd99436834e5997cda414e2ee1b62,experiments\learning_round2_20260921\external_bank\replays\b1\qeinstein_moev2\seed_2026092421_seat_1.json.gz
external,b1,qeinstein_moev2,2026092422,0,1.0,115896.0,111297.0,4599.0,0.0,-4.0,3,409,720,DONE/DONE,a6ab4a8617a14246a83638fda37212b605621ffae992958a904d37d38c45f904,experiments\learning_round2_20260921\external_bank\replays\b1\qeinstein_moev2\seed_2026092422_seat_0.json.gz
external,b1,qeinstein_moev2,2026092422,1,1.0,115532.0,114201.0,1331.0,0.0,29.0,1,600,720,DONE/DONE,21388dc3da1dc4db654389c3092dae24ebcb3a1aa55d69f480fb25577e735eb3,experiments\learning_round2_20260921\external_bank\replays\b1\qeinstein_moev2\seed_2026092422_seat_1.json.gz
external,b1,qeinstein_moev2,2026092423,0,1.0,70060.0,51048.0,19012.0,0.0,-4.0,3,360,720,DONE/DONE,98459d74ea722dfadd033793e482550b44de087d64ec90ce077ae0c0f1d55381,experiments\learning_round2_20260921\external_bank\replays\b1\qeinstein_moev2\seed_2026092423_seat_0.json.gz
external,b1,qeinstein_moev2,2026092423,1,1.0,70060.0,51048.0,19012.0,0.0,-4.0,3,360,720,DONE/DONE,98459d74ea722dfadd033793e482550b44de087d64ec90ce077ae0c0f1d55381,experiments\learning_round2_20260921\external_bank\replays\b1\qeinstein_moev2\seed_2026092423_seat_1.json.gz
external,b1,qeinstein_moev2,2026092424,0,1.0,123877.0,118192.0,5685.0,0.0,0.0,0,,720,DONE/DONE,3723bf41f9aacdd0984c797fc5304082012861f02215df0a8fd5f0f368f159de,experiments\learning_round2_20260921\external_bank\replays\b1\qeinstein_moev2\seed_2026092424_seat_0.json.gz
external,b1,qeinstein_moev2,2026092424,1,1.0,123877.0,118192.0,5685.0,0.0,0.0,0,,720,DONE/DONE,3723bf41f9aacdd0984c797fc5304082012861f02215df0a8fd5f0f368f159de,experiments\learning_round2_20260921\external_bank\replays\b1\qeinstein_moev2\seed_2026092424_seat_1.json.gz
external,b1,smart_farm,2026092421,0,1.0,77690.0,72621.0,5069.0,0.0,0.0,0,,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b1\smart_farm\seed_2026092421_seat_0.json.gz
external,b1,smart_farm,2026092421,1,1.0,77688.0,72622.0,5066.0,0.0,-3.0,1,385,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b1\smart_farm\seed_2026092421_seat_1.json.gz
external,b1,smart_farm,2026092422,0,1.0,58413.0,55393.0,3020.0,0.0,40.0,3,409,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\b1\smart_farm\seed_2026092422_seat_0.json.gz
external,b1,smart_farm,2026092422,1,1.0,58664.0,54433.0,4231.0,0.0,40.0,2,409,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\b1\smart_farm\seed_2026092422_seat_1.json.gz
external,b1,smart_farm,2026092423,0,1.0,114616.0,97026.0,17590.0,0.0,0.0,1,457,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b1\smart_farm\seed_2026092423_seat_0.json.gz
external,b1,smart_farm,2026092423,1,1.0,114616.0,97026.0,17590.0,0.0,0.0,1,457,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b1\smart_farm\seed_2026092423_seat_1.json.gz
external,b1,smart_farm,2026092424,0,1.0,102672.0,102618.0,54.0,0.0,0.0,0,,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\b1\smart_farm\seed_2026092424_seat_0.json.gz
external,b1,smart_farm,2026092424,1,1.0,102672.0,102618.0,54.0,0.0,0.0,0,,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\b1\smart_farm\seed_2026092424_seat_1.json.gz
external,b1,souvik_v4,2026092421,0,1.0,76918.0,71981.0,4937.0,0.0,0.0,1,647,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b1\souvik_v4\seed_2026092421_seat_0.json.gz
external,b1,souvik_v4,2026092421,1,1.0,76918.0,71981.0,4937.0,0.0,0.0,1,647,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b1\souvik_v4\seed_2026092421_seat_1.json.gz
external,b1,souvik_v4,2026092422,0,1.0,59568.0,52902.0,6666.0,0.0,-151.0,3,577,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\b1\souvik_v4\seed_2026092422_seat_0.json.gz
external,b1,souvik_v4,2026092422,1,1.0,59572.0,53068.0,6504.0,0.0,-151.0,3,577,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\b1\souvik_v4\seed_2026092422_seat_1.json.gz
external,b1,souvik_v4,2026092423,0,1.0,109554.0,89549.0,20005.0,0.0,45.0,2,312,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b1\souvik_v4\seed_2026092423_seat_0.json.gz
external,b1,souvik_v4,2026092423,1,1.0,109554.0,89549.0,20005.0,0.0,45.0,2,312,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b1\souvik_v4\seed_2026092423_seat_1.json.gz
external,b1,souvik_v4,2026092424,0,1.0,100884.0,97226.0,3658.0,0.0,0.0,0,,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\b1\souvik_v4\seed_2026092424_seat_0.json.gz
external,b1,souvik_v4,2026092424,1,1.0,100884.0,97226.0,3658.0,0.0,0.0,0,,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\b1\souvik_v4\seed_2026092424_seat_1.json.gz
external,b2,mooman_e052a,2026092421,0,1.0,76750.0,72117.0,4633.0,0.0,-308.0,4,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b2\mooman_e052a\seed_2026092421_seat_0.json.gz
external,b2,mooman_e052a,2026092421,1,1.0,76750.0,72117.0,4633.0,0.0,-308.0,3,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b2\mooman_e052a\seed_2026092421_seat_1.json.gz
external,b2,mooman_e052a,2026092422,0,1.0,62169.0,52717.0,9452.0,0.0,-286.0,3,264,720,DONE/DONE,86f7dd52cde6f6c29c4b7645f6d9550fad65a3fa0e020f13ab27c5f50cccfab0,experiments\learning_round2_20260921\external_bank\replays\b2\mooman_e052a\seed_2026092422_seat_0.json.gz
external,b2,mooman_e052a,2026092422,1,1.0,63273.0,53626.0,9647.0,0.0,-236.0,6,264,720,DONE/DONE,e4b291032602d7df03c664a5945f491142a5bd573564d4a1ed9c3788d8841302,experiments\learning_round2_20260921\external_bank\replays\b2\mooman_e052a\seed_2026092422_seat_1.json.gz
external,b2,mooman_e052a,2026092423,0,1.0,109384.0,89687.0,19697.0,0.0,-267.0,4,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b2\mooman_e052a\seed_2026092423_seat_0.json.gz
external,b2,mooman_e052a,2026092423,1,1.0,109384.0,89687.0,19697.0,0.0,-267.0,5,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b2\mooman_e052a\seed_2026092423_seat_1.json.gz
