bank,arm,opponent_family,requested_seed,seat,score,our_cash,opponent_cash,margin,paired_score_delta_vs_c0,paired_margin_delta_vs_c0,action_differences_vs_c0,first_action_difference,stored_states,statuses,shop_history_sha256,replay_path
external,b2,mooman_e052a,2026092424,0,1.0,95237.0,95090.0,147.0,0.0,-177.0,3,264,720,DONE/DONE,a23f15340578a5b99382fe90550e3235e577c3b2f6523f8f814b92c3adae7208,experiments\learning_round2_20260921\external_bank\replays\b2\mooman_e052a\seed_2026092424_seat_0.json.gz
external,b2,mooman_e052a,2026092424,1,1.0,95237.0,95090.0,147.0,0.0,-177.0,3,264,720,DONE/DONE,a23f15340578a5b99382fe90550e3235e577c3b2f6523f8f814b92c3adae7208,experiments\learning_round2_20260921\external_bank\replays\b2\mooman_e052a\seed_2026092424_seat_1.json.gz
external,b2,qeinstein_moev2,2026092421,0,0.0,104539.0,108040.0,-3501.0,0.0,-231.0,4,264,720,DONE/DONE,952794c1ef150612947ef354caa467f8a12cd99436834e5997cda414e2ee1b62,experiments\learning_round2_20260921\external_bank\replays\b2\qeinstein_moev2\seed_2026092421_seat_0.json.gz
external,b2,qeinstein_moev2,2026092421,1,0.0,104539.0,108040.0,-3501.0,0.0,-231.0,4,264,720,DONE/DONE,952794c1ef150612947ef354caa467f8a12cd99436834e5997cda414e2ee1b62,experiments\learning_round2_20260921\external_bank\replays\b2\qeinstein_moev2\seed_2026092421_seat_1.json.gz
external,b2,qeinstein_moev2,2026092422,0,1.0,115634.0,111429.0,4205.0,0.0,-398.0,5,264,720,DONE/DONE,a6ab4a8617a14246a83638fda37212b605621ffae992958a904d37d38c45f904,experiments\learning_round2_20260921\external_bank\replays\b2\qeinstein_moev2\seed_2026092422_seat_0.json.gz
external,b2,qeinstein_moev2,2026092422,1,1.0,115373.0,114415.0,958.0,0.0,-344.0,6,264,720,DONE/DONE,21388dc3da1dc4db654389c3092dae24ebcb3a1aa55d69f480fb25577e735eb3,experiments\learning_round2_20260921\external_bank\replays\b2\qeinstein_moev2\seed_2026092422_seat_1.json.gz
external,b2,qeinstein_moev2,2026092423,0,1.0,69899.0,51182.0,18717.0,0.0,-299.0,2,264,720,DONE/DONE,98459d74ea722dfadd033793e482550b44de087d64ec90ce077ae0c0f1d55381,experiments\learning_round2_20260921\external_bank\replays\b2\qeinstein_moev2\seed_2026092423_seat_0.json.gz
external,b2,qeinstein_moev2,2026092423,1,1.0,69899.0,51182.0,18717.0,0.0,-299.0,3,264,720,DONE/DONE,98459d74ea722dfadd033793e482550b44de087d64ec90ce077ae0c0f1d55381,experiments\learning_round2_20260921\external_bank\replays\b2\qeinstein_moev2\seed_2026092423_seat_1.json.gz
external,b2,qeinstein_moev2,2026092424,0,1.0,123712.0,118326.0,5386.0,0.0,-299.0,3,264,720,DONE/DONE,3723bf41f9aacdd0984c797fc5304082012861f02215df0a8fd5f0f368f159de,experiments\learning_round2_20260921\external_bank\replays\b2\qeinstein_moev2\seed_2026092424_seat_0.json.gz
external,b2,qeinstein_moev2,2026092424,1,1.0,123712.0,118326.0,5386.0,0.0,-299.0,3,264,720,DONE/DONE,3723bf41f9aacdd0984c797fc5304082012861f02215df0a8fd5f0f368f159de,experiments\learning_round2_20260921\external_bank\replays\b2\qeinstein_moev2\seed_2026092424_seat_1.json.gz
external,b2,smart_farm,2026092421,0,1.0,77528.0,72752.0,4776.0,0.0,-293.0,3,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b2\smart_farm\seed_2026092421_seat_0.json.gz
external,b2,smart_farm,2026092421,1,1.0,77528.0,72752.0,4776.0,0.0,-293.0,2,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b2\smart_farm\seed_2026092421_seat_1.json.gz
external,b2,smart_farm,2026092422,0,1.0,58237.0,55537.0,2700.0,0.0,-280.0,3,264,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\b2\smart_farm\seed_2026092422_seat_0.json.gz
external,b2,smart_farm,2026092422,1,1.0,58488.0,54577.0,3911.0,0.0,-280.0,3,264,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\b2\smart_farm\seed_2026092422_seat_1.json.gz
external,b2,smart_farm,2026092423,0,1.0,114412.0,97166.0,17246.0,0.0,-344.0,5,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b2\smart_farm\seed_2026092423_seat_0.json.gz
external,b2,smart_farm,2026092423,1,1.0,114412.0,97166.0,17246.0,0.0,-344.0,5,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b2\smart_farm\seed_2026092423_seat_1.json.gz
external,b2,smart_farm,2026092424,0,0.0,102500.0,102758.0,-258.0,-1.0,-312.0,3,264,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\b2\smart_farm\seed_2026092424_seat_0.json.gz
external,b2,smart_farm,2026092424,1,0.0,102500.0,102758.0,-258.0,-1.0,-312.0,3,264,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\b2\smart_farm\seed_2026092424_seat_1.json.gz
external,b2,souvik_v4,2026092421,0,1.0,76748.0,72119.0,4629.0,0.0,-308.0,4,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b2\souvik_v4\seed_2026092421_seat_0.json.gz
external,b2,souvik_v4,2026092421,1,1.0,76748.0,72119.0,4629.0,0.0,-308.0,3,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b2\souvik_v4\seed_2026092421_seat_1.json.gz
external,b2,souvik_v4,2026092422,0,1.0,59507.0,52948.0,6559.0,0.0,-258.0,2,264,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\b2\souvik_v4\seed_2026092422_seat_0.json.gz
external,b2,souvik_v4,2026092422,1,1.0,59511.0,53114.0,6397.0,0.0,-258.0,2,264,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\b2\souvik_v4\seed_2026092422_seat_1.json.gz
external,b2,souvik_v4,2026092423,0,1.0,109382.0,89689.0,19693.0,0.0,-267.0,4,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b2\souvik_v4\seed_2026092423_seat_0.json.gz
external,b2,souvik_v4,2026092423,1,1.0,109382.0,89689.0,19693.0,0.0,-267.0,5,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b2\souvik_v4\seed_2026092423_seat_1.json.gz
external,b2,souvik_v4,2026092424,0,1.0,100342.0,97366.0,2976.0,0.0,-682.0,7,264,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\b2\souvik_v4\seed_2026092424_seat_0.json.gz
external,b2,souvik_v4,2026092424,1,1.0,100342.0,97366.0,2976.0,0.0,-682.0,7,264,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\b2\souvik_v4\seed_2026092424_seat_1.json.gz
external,b2_frequency,mooman_e052a,2026092421,0,1.0,76750.0,72117.0,4633.0,0.0,-308.0,3,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\mooman_e052a\seed_2026092421_seat_0.json.gz
external,b2_frequency,mooman_e052a,2026092421,1,1.0,76750.0,72117.0,4633.0,0.0,-308.0,3,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\mooman_e052a\seed_2026092421_seat_1.json.gz
external,b2_frequency,mooman_e052a,2026092422,0,1.0,62173.0,52714.0,9459.0,0.0,-279.0,3,264,720,DONE/DONE,86f7dd52cde6f6c29c4b7645f6d9550fad65a3fa0e020f13ab27c5f50cccfab0,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\mooman_e052a\seed_2026092422_seat_0.json.gz
external,b2_frequency,mooman_e052a,2026092422,1,1.0,63275.0,53626.0,9649.0,0.0,-234.0,5,264,720,DONE/DONE,e4b291032602d7df03c664a5945f491142a5bd573564d4a1ed9c3788d8841302,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\mooman_e052a\seed_2026092422_seat_1.json.gz
external,b2_frequency,mooman_e052a,2026092423,0,1.0,109384.0,89687.0,19697.0,0.0,-267.0,3,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\mooman_e052a\seed_2026092423_seat_0.json.gz
external,b2_frequency,mooman_e052a,2026092423,1,1.0,109384.0,89687.0,19697.0,0.0,-267.0,3,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\mooman_e052a\seed_2026092423_seat_1.json.gz
external,b2_frequency,mooman_e052a,2026092424,0,1.0,95237.0,95090.0,147.0,0.0,-177.0,3,264,720,DONE/DONE,a23f15340578a5b99382fe90550e3235e577c3b2f6523f8f814b92c3adae7208,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\mooman_e052a\seed_2026092424_seat_0.json.gz
external,b2_frequency,mooman_e052a,2026092424,1,1.0,95237.0,95090.0,147.0,0.0,-177.0,3,264,720,DONE/DONE,a23f15340578a5b99382fe90550e3235e577c3b2f6523f8f814b92c3adae7208,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\mooman_e052a\seed_2026092424_seat_1.json.gz
external,b2_frequency,qeinstein_moev2,2026092421,0,0.0,104539.0,108040.0,-3501.0,0.0,-231.0,4,264,720,DONE/DONE,952794c1ef150612947ef354caa467f8a12cd99436834e5997cda414e2ee1b62,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\qeinstein_moev2\seed_2026092421_seat_0.json.gz
external,b2_frequency,qeinstein_moev2,2026092421,1,0.0,104539.0,108040.0,-3501.0,0.0,-231.0,4,264,720,DONE/DONE,952794c1ef150612947ef354caa467f8a12cd99436834e5997cda414e2ee1b62,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\qeinstein_moev2\seed_2026092421_seat_1.json.gz
external,b2_frequency,qeinstein_moev2,2026092422,0,1.0,115622.0,111437.0,4185.0,0.0,-418.0,7,264,720,DONE/DONE,a6ab4a8617a14246a83638fda37212b605621ffae992958a904d37d38c45f904,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\qeinstein_moev2\seed_2026092422_seat_0.json.gz
external,b2_frequency,qeinstein_moev2,2026092422,1,1.0,115386.0,114404.0,982.0,0.0,-320.0,7,264,720,DONE/DONE,21388dc3da1dc4db654389c3092dae24ebcb3a1aa55d69f480fb25577e735eb3,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\qeinstein_moev2\seed_2026092422_seat_1.json.gz
external,b2_frequency,qeinstein_moev2,2026092423,0,1.0,69894.0,51184.0,18710.0,0.0,-306.0,3,168,720,DONE/DONE,98459d74ea722dfadd033793e482550b44de087d64ec90ce077ae0c0f1d55381,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\qeinstein_moev2\seed_2026092423_seat_0.json.gz
external,b2_frequency,qeinstein_moev2,2026092423,1,1.0,69894.0,51184.0,18710.0,0.0,-306.0,3,168,720,DONE/DONE,98459d74ea722dfadd033793e482550b44de087d64ec90ce077ae0c0f1d55381,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\qeinstein_moev2\seed_2026092423_seat_1.json.gz
external,b2_frequency,qeinstein_moev2,2026092424,0,1.0,123712.0,118326.0,5386.0,0.0,-299.0,3,264,720,DONE/DONE,3723bf41f9aacdd0984c797fc5304082012861f02215df0a8fd5f0f368f159de,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\qeinstein_moev2\seed_2026092424_seat_0.json.gz
external,b2_frequency,qeinstein_moev2,2026092424,1,1.0,123712.0,118326.0,5386.0,0.0,-299.0,3,264,720,DONE/DONE,3723bf41f9aacdd0984c797fc5304082012861f02215df0a8fd5f0f368f159de,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\qeinstein_moev2\seed_2026092424_seat_1.json.gz
external,b2_frequency,smart_farm,2026092421,0,1.0,77528.0,72752.0,4776.0,0.0,-293.0,3,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\smart_farm\seed_2026092421_seat_0.json.gz
external,b2_frequency,smart_farm,2026092421,1,1.0,77528.0,72752.0,4776.0,0.0,-293.0,3,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\smart_farm\seed_2026092421_seat_1.json.gz
external,b2_frequency,smart_farm,2026092422,0,1.0,58248.0,55532.0,2716.0,0.0,-264.0,3,264,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\smart_farm\seed_2026092422_seat_0.json.gz
external,b2_frequency,smart_farm,2026092422,1,1.0,58499.0,54572.0,3927.0,0.0,-264.0,3,264,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\smart_farm\seed_2026092422_seat_1.json.gz
external,b2_frequency,smart_farm,2026092423,0,1.0,114412.0,97166.0,17246.0,0.0,-344.0,4,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\smart_farm\seed_2026092423_seat_0.json.gz
external,b2_frequency,smart_farm,2026092423,1,1.0,114412.0,97166.0,17246.0,0.0,-344.0,4,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\smart_farm\seed_2026092423_seat_1.json.gz
external,b2_frequency,smart_farm,2026092424,0,0.0,102500.0,102758.0,-258.0,-1.0,-312.0,2,264,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\smart_farm\seed_2026092424_seat_0.json.gz
external,b2_frequency,smart_farm,2026092424,1,0.0,102500.0,102758.0,-258.0,-1.0,-312.0,2,264,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\smart_farm\seed_2026092424_seat_1.json.gz
external,b2_frequency,souvik_v4,2026092421,0,1.0,76748.0,72119.0,4629.0,0.0,-308.0,3,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\souvik_v4\seed_2026092421_seat_0.json.gz
external,b2_frequency,souvik_v4,2026092421,1,1.0,76748.0,72119.0,4629.0,0.0,-308.0,3,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\souvik_v4\seed_2026092421_seat_1.json.gz
external,b2_frequency,souvik_v4,2026092422,0,1.0,59509.0,52946.0,6563.0,0.0,-254.0,3,264,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\souvik_v4\seed_2026092422_seat_0.json.gz
external,b2_frequency,souvik_v4,2026092422,1,1.0,59513.0,53112.0,6401.0,0.0,-254.0,3,264,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\souvik_v4\seed_2026092422_seat_1.json.gz
external,b2_frequency,souvik_v4,2026092423,0,1.0,109382.0,89689.0,19693.0,0.0,-267.0,3,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\souvik_v4\seed_2026092423_seat_0.json.gz
external,b2_frequency,souvik_v4,2026092423,1,1.0,109382.0,89689.0,19693.0,0.0,-267.0,3,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\souvik_v4\seed_2026092423_seat_1.json.gz
external,b2_frequency,souvik_v4,2026092424,0,1.0,100342.0,97366.0,2976.0,0.0,-682.0,6,264,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\souvik_v4\seed_2026092424_seat_0.json.gz
external,b2_frequency,souvik_v4,2026092424,1,1.0,100342.0,97366.0,2976.0,0.0,-682.0,6,264,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\b2_frequency\souvik_v4\seed_2026092424_seat_1.json.gz
external,b_simple,mooman_e052a,2026092421,0,1.0,76750.0,72117.0,4633.0,0.0,-308.0,3,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b_simple\mooman_e052a\seed_2026092421_seat_0.json.gz
external,b_simple,mooman_e052a,2026092421,1,1.0,76750.0,72117.0,4633.0,0.0,-308.0,3,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b_simple\mooman_e052a\seed_2026092421_seat_1.json.gz
external,b_simple,mooman_e052a,2026092422,0,1.0,62173.0,52714.0,9459.0,0.0,-279.0,3,264,720,DONE/DONE,86f7dd52cde6f6c29c4b7645f6d9550fad65a3fa0e020f13ab27c5f50cccfab0,experiments\learning_round2_20260921\external_bank\replays\b_simple\mooman_e052a\seed_2026092422_seat_0.json.gz
external,b_simple,mooman_e052a,2026092422,1,1.0,63275.0,53626.0,9649.0,0.0,-234.0,5,264,720,DONE/DONE,e4b291032602d7df03c664a5945f491142a5bd573564d4a1ed9c3788d8841302,experiments\learning_round2_20260921\external_bank\replays\b_simple\mooman_e052a\seed_2026092422_seat_1.json.gz
external,b_simple,mooman_e052a,2026092423,0,1.0,109384.0,89687.0,19697.0,0.0,-267.0,3,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b_simple\mooman_e052a\seed_2026092423_seat_0.json.gz
external,b_simple,mooman_e052a,2026092423,1,1.0,109384.0,89687.0,19697.0,0.0,-267.0,3,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b_simple\mooman_e052a\seed_2026092423_seat_1.json.gz
external,b_simple,mooman_e052a,2026092424,0,1.0,95237.0,95090.0,147.0,0.0,-177.0,3,264,720,DONE/DONE,a23f15340578a5b99382fe90550e3235e577c3b2f6523f8f814b92c3adae7208,experiments\learning_round2_20260921\external_bank\replays\b_simple\mooman_e052a\seed_2026092424_seat_0.json.gz
external,b_simple,mooman_e052a,2026092424,1,1.0,95237.0,95090.0,147.0,0.0,-177.0,3,264,720,DONE/DONE,a23f15340578a5b99382fe90550e3235e577c3b2f6523f8f814b92c3adae7208,experiments\learning_round2_20260921\external_bank\replays\b_simple\mooman_e052a\seed_2026092424_seat_1.json.gz
external,b_simple,qeinstein_moev2,2026092421,0,0.0,104539.0,108040.0,-3501.0,0.0,-231.0,4,264,720,DONE/DONE,952794c1ef150612947ef354caa467f8a12cd99436834e5997cda414e2ee1b62,experiments\learning_round2_20260921\external_bank\replays\b_simple\qeinstein_moev2\seed_2026092421_seat_0.json.gz
external,b_simple,qeinstein_moev2,2026092421,1,0.0,104539.0,108040.0,-3501.0,0.0,-231.0,4,264,720,DONE/DONE,952794c1ef150612947ef354caa467f8a12cd99436834e5997cda414e2ee1b62,experiments\learning_round2_20260921\external_bank\replays\b_simple\qeinstein_moev2\seed_2026092421_seat_1.json.gz
external,b_simple,qeinstein_moev2,2026092422,0,1.0,115622.0,111437.0,4185.0,0.0,-418.0,7,264,720,DONE/DONE,a6ab4a8617a14246a83638fda37212b605621ffae992958a904d37d38c45f904,experiments\learning_round2_20260921\external_bank\replays\b_simple\qeinstein_moev2\seed_2026092422_seat_0.json.gz
external,b_simple,qeinstein_moev2,2026092422,1,1.0,115386.0,114404.0,982.0,0.0,-320.0,7,264,720,DONE/DONE,21388dc3da1dc4db654389c3092dae24ebcb3a1aa55d69f480fb25577e735eb3,experiments\learning_round2_20260921\external_bank\replays\b_simple\qeinstein_moev2\seed_2026092422_seat_1.json.gz
external,b_simple,qeinstein_moev2,2026092423,0,1.0,69894.0,51184.0,18710.0,0.0,-306.0,3,168,720,DONE/DONE,98459d74ea722dfadd033793e482550b44de087d64ec90ce077ae0c0f1d55381,experiments\learning_round2_20260921\external_bank\replays\b_simple\qeinstein_moev2\seed_2026092423_seat_0.json.gz
external,b_simple,qeinstein_moev2,2026092423,1,1.0,69894.0,51184.0,18710.0,0.0,-306.0,3,168,720,DONE/DONE,98459d74ea722dfadd033793e482550b44de087d64ec90ce077ae0c0f1d55381,experiments\learning_round2_20260921\external_bank\replays\b_simple\qeinstein_moev2\seed_2026092423_seat_1.json.gz
external,b_simple,qeinstein_moev2,2026092424,0,1.0,123712.0,118326.0,5386.0,0.0,-299.0,3,264,720,DONE/DONE,3723bf41f9aacdd0984c797fc5304082012861f02215df0a8fd5f0f368f159de,experiments\learning_round2_20260921\external_bank\replays\b_simple\qeinstein_moev2\seed_2026092424_seat_0.json.gz
external,b_simple,qeinstein_moev2,2026092424,1,1.0,123712.0,118326.0,5386.0,0.0,-299.0,3,264,720,DONE/DONE,3723bf41f9aacdd0984c797fc5304082012861f02215df0a8fd5f0f368f159de,experiments\learning_round2_20260921\external_bank\replays\b_simple\qeinstein_moev2\seed_2026092424_seat_1.json.gz
external,b_simple,smart_farm,2026092421,0,1.0,77528.0,72752.0,4776.0,0.0,-293.0,3,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b_simple\smart_farm\seed_2026092421_seat_0.json.gz
external,b_simple,smart_farm,2026092421,1,1.0,77528.0,72752.0,4776.0,0.0,-293.0,3,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b_simple\smart_farm\seed_2026092421_seat_1.json.gz
external,b_simple,smart_farm,2026092422,0,1.0,58248.0,55532.0,2716.0,0.0,-264.0,3,264,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\b_simple\smart_farm\seed_2026092422_seat_0.json.gz
external,b_simple,smart_farm,2026092422,1,1.0,58499.0,54572.0,3927.0,0.0,-264.0,3,264,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\b_simple\smart_farm\seed_2026092422_seat_1.json.gz
external,b_simple,smart_farm,2026092423,0,1.0,114412.0,97166.0,17246.0,0.0,-344.0,4,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b_simple\smart_farm\seed_2026092423_seat_0.json.gz
external,b_simple,smart_farm,2026092423,1,1.0,114412.0,97166.0,17246.0,0.0,-344.0,4,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b_simple\smart_farm\seed_2026092423_seat_1.json.gz
external,b_simple,smart_farm,2026092424,0,0.0,102500.0,102758.0,-258.0,-1.0,-312.0,2,264,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\b_simple\smart_farm\seed_2026092424_seat_0.json.gz
external,b_simple,smart_farm,2026092424,1,0.0,102500.0,102758.0,-258.0,-1.0,-312.0,2,264,720,DONE/DONE,72630c504235f53644dc14d05062a36499dcd7a31d74aa3c734f19c78942cf44,experiments\learning_round2_20260921\external_bank\replays\b_simple\smart_farm\seed_2026092424_seat_1.json.gz
external,b_simple,souvik_v4,2026092421,0,1.0,76748.0,72119.0,4629.0,0.0,-308.0,3,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b_simple\souvik_v4\seed_2026092421_seat_0.json.gz
external,b_simple,souvik_v4,2026092421,1,1.0,76748.0,72119.0,4629.0,0.0,-308.0,3,264,720,DONE/DONE,2db8c68149ed114570b99e4340d9e4c8be1afbda9a383fbfc75e069d947f2752,experiments\learning_round2_20260921\external_bank\replays\b_simple\souvik_v4\seed_2026092421_seat_1.json.gz
external,b_simple,souvik_v4,2026092422,0,1.0,59509.0,52946.0,6563.0,0.0,-254.0,3,264,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\b_simple\souvik_v4\seed_2026092422_seat_0.json.gz
external,b_simple,souvik_v4,2026092422,1,1.0,59513.0,53112.0,6401.0,0.0,-254.0,3,264,720,DONE/DONE,e2d7f3818a39af7905b51e53e65b29e4c52e57b804e959b69a6ea2f9bd0ec193,experiments\learning_round2_20260921\external_bank\replays\b_simple\souvik_v4\seed_2026092422_seat_1.json.gz
external,b_simple,souvik_v4,2026092423,0,1.0,109382.0,89689.0,19693.0,0.0,-267.0,3,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b_simple\souvik_v4\seed_2026092423_seat_0.json.gz
external,b_simple,souvik_v4,2026092423,1,1.0,109382.0,89689.0,19693.0,0.0,-267.0,3,264,720,DONE/DONE,3b15a90179d78132177234758759a2ae903ac311fbea2fb06440595cecc50aa7,experiments\learning_round2_20260921\external_bank\replays\b_simple\souvik_v4\seed_2026092423_seat_1.json.gz
