arm,opponent,family,seed,seat,baseline_result,candidate_result,baseline_score,candidate_score,baseline_self_cash,candidate_self_cash,baseline_opp_cash,candidate_opp_cash,delta_score,delta_self,delta_opp,delta_margin,execution_valid,completion_status,fullgame_followup,transition,candidate_replay,baseline_replay
P_EARLY4,metav4,near_lineage,812609251,1,W,L,1.0,0.0,83011.0,106379.0,82415.0,123676.0,-1.0,23368.0,41261.0,-17893.0,True,EARLY4_SOLD,True,W->L,metrics/development/replays/P_EARLY4/metav4/seed_812609251_seat_1.json.gz,metrics/development/replays/D0_B1/metav4/seed_812609251_seat_1.json.gz
P_EARLY4,metav4,near_lineage,812609252,0,W,L,1.0,0.0,100856.0,57549.0,99986.0,66616.0,-1.0,-43307.0,-33370.0,-9937.0,True,EARLY4_SOLD,True,W->L,metrics/development/replays/P_EARLY4/metav4/seed_812609252_seat_0.json.gz,metrics/development/replays/D0_B1/metav4/seed_812609252_seat_0.json.gz
P_EARLY4,metav4,near_lineage,812609252,1,W,L,1.0,0.0,100856.0,57549.0,99986.0,66616.0,-1.0,-43307.0,-33370.0,-9937.0,True,EARLY4_SOLD,True,W->L,metrics/development/replays/P_EARLY4/metav4/seed_812609252_seat_1.json.gz,metrics/development/replays/D0_B1/metav4/seed_812609252_seat_1.json.gz
P_EARLY4,metav4,near_lineage,812609253,0,W,L,1.0,0.0,109589.0,103046.0,108982.0,121163.0,-1.0,-6543.0,12181.0,-18724.0,True,EARLY4_SOLD,True,W->L,metrics/development/replays/P_EARLY4/metav4/seed_812609253_seat_0.json.gz,metrics/development/replays/D0_B1/metav4/seed_812609253_seat_0.json.gz
P_EARLY4,metav4,near_lineage,812609253,1,W,L,1.0,0.0,109589.0,103046.0,108982.0,121163.0,-1.0,-6543.0,12181.0,-18724.0,True,EARLY4_SOLD,True,W->L,metrics/development/replays/P_EARLY4/metav4/seed_812609253_seat_1.json.gz,metrics/development/replays/D0_B1/metav4/seed_812609253_seat_1.json.gz
P_EARLY4,metav4,near_lineage,812609254,0,L,L,0.0,0.0,84091.0,97526.0,86158.0,123313.0,0.0,13435.0,37155.0,-23720.0,True,EARLY4_SOLD,True,L->L,metrics/development/replays/P_EARLY4/metav4/seed_812609254_seat_0.json.gz,metrics/development/replays/D0_B1/metav4/seed_812609254_seat_0.json.gz
P_EARLY4,metav4,near_lineage,812609254,1,W,L,1.0,0.0,86682.0,105701.0,83582.0,115793.0,-1.0,19019.0,32211.0,-13192.0,True,EARLY4_SOLD,True,W->L,metrics/development/replays/P_EARLY4/metav4/seed_812609254_seat_1.json.gz,metrics/development/replays/D0_B1/metav4/seed_812609254_seat_1.json.gz
P_EARLY4,barnyard,diverse_barnyard,812609251,0,W,W,1.0,1.0,133235.0,122823.0,92735.0,108061.0,0.0,-10412.0,15326.0,-25738.0,True,EARLY4_SOLD,True,W->W,metrics/development/replays/P_EARLY4/barnyard/seed_812609251_seat_0.json.gz,metrics/development/replays/D0_B1/barnyard/seed_812609251_seat_0.json.gz
P_EARLY4,barnyard,diverse_barnyard,812609251,1,W,W,1.0,1.0,133235.0,122823.0,92735.0,108061.0,0.0,-10412.0,15326.0,-25738.0,True,EARLY4_SOLD,True,W->W,metrics/development/replays/P_EARLY4/barnyard/seed_812609251_seat_1.json.gz,metrics/development/replays/D0_B1/barnyard/seed_812609251_seat_1.json.gz
P_EARLY4,barnyard,diverse_barnyard,812609252,0,W,W,1.0,1.0,113797.0,61422.0,85282.0,23125.0,0.0,-52375.0,-62157.0,9782.0,True,EARLY4_SOLD,True,W->W,metrics/development/replays/P_EARLY4/barnyard/seed_812609252_seat_0.json.gz,metrics/development/replays/D0_B1/barnyard/seed_812609252_seat_0.json.gz
P_EARLY4,barnyard,diverse_barnyard,812609252,1,W,W,1.0,1.0,113797.0,61422.0,85282.0,23125.0,0.0,-52375.0,-62157.0,9782.0,True,EARLY4_SOLD,True,W->W,metrics/development/replays/P_EARLY4/barnyard/seed_812609252_seat_1.json.gz,metrics/development/replays/D0_B1/barnyard/seed_812609252_seat_1.json.gz
P_EARLY4,barnyard,diverse_barnyard,812609253,0,W,W,1.0,1.0,127752.0,120048.0,91732.0,114132.0,0.0,-7704.0,22400.0,-30104.0,True,EARLY4_SOLD,True,W->W,metrics/development/replays/P_EARLY4/barnyard/seed_812609253_seat_0.json.gz,metrics/development/replays/D0_B1/barnyard/seed_812609253_seat_0.json.gz
P_EARLY4,barnyard,diverse_barnyard,812609253,1,W,W,1.0,1.0,127752.0,120048.0,91732.0,114132.0,0.0,-7704.0,22400.0,-30104.0,True,EARLY4_SOLD,True,W->W,metrics/development/replays/P_EARLY4/barnyard/seed_812609253_seat_1.json.gz,metrics/development/replays/D0_B1/barnyard/seed_812609253_seat_1.json.gz
P_EARLY4,barnyard,diverse_barnyard,812609254,0,W,W,1.0,1.0,104810.0,133598.0,64958.0,131340.0,0.0,28788.0,66382.0,-37594.0,True,EARLY4_SOLD,True,W->W,metrics/development/replays/P_EARLY4/barnyard/seed_812609254_seat_0.json.gz,metrics/development/replays/D0_B1/barnyard/seed_812609254_seat_0.json.gz
P_EARLY4,barnyard,diverse_barnyard,812609254,1,W,W,1.0,1.0,104810.0,133598.0,64958.0,131340.0,0.0,28788.0,66382.0,-37594.0,True,EARLY4_SOLD,True,W->W,metrics/development/replays/P_EARLY4/barnyard/seed_812609254_seat_1.json.gz,metrics/development/replays/D0_B1/barnyard/seed_812609254_seat_1.json.gz
P_EARLY4,melon_threshold,diverse_melon,812609251,0,W,L,1.0,0.0,82523.0,106372.0,80509.0,123080.0,-1.0,23849.0,42571.0,-18722.0,True,EARLY4_SOLD,True,W->L,metrics/development/replays/P_EARLY4/melon_threshold/seed_812609251_seat_0.json.gz,metrics/development/replays/D0_B1/melon_threshold/seed_812609251_seat_0.json.gz
P_EARLY4,melon_threshold,diverse_melon,812609251,1,W,L,1.0,0.0,82523.0,106372.0,80509.0,123080.0,-1.0,23849.0,42571.0,-18722.0,True,EARLY4_SOLD,True,W->L,metrics/development/replays/P_EARLY4/melon_threshold/seed_812609251_seat_1.json.gz,metrics/development/replays/D0_B1/melon_threshold/seed_812609251_seat_1.json.gz
P_EARLY4,melon_threshold,diverse_melon,812609252,0,W,L,1.0,0.0,101731.0,58312.0,99775.0,66600.0,-1.0,-43419.0,-33175.0,-10244.0,True,EARLY4_SOLD,True,W->L,metrics/development/replays/P_EARLY4/melon_threshold/seed_812609252_seat_0.json.gz,metrics/development/replays/D0_B1/melon_threshold/seed_812609252_seat_0.json.gz
P_EARLY4,melon_threshold,diverse_melon,812609252,1,W,L,1.0,0.0,101731.0,58312.0,99775.0,66600.0,-1.0,-43419.0,-33175.0,-10244.0,True,EARLY4_SOLD,True,W->L,metrics/development/replays/P_EARLY4/melon_threshold/seed_812609252_seat_1.json.gz,metrics/development/replays/D0_B1/melon_threshold/seed_812609252_seat_1.json.gz
P_EARLY4,melon_threshold,diverse_melon,812609253,0,W,L,1.0,0.0,109634.0,102709.0,107054.0,121905.0,-1.0,-6925.0,14851.0,-21776.0,True,EARLY4_SOLD,True,W->L,metrics/development/replays/P_EARLY4/melon_threshold/seed_812609253_seat_0.json.gz,metrics/development/replays/D0_B1/melon_threshold/seed_812609253_seat_0.json.gz
P_EARLY4,melon_threshold,diverse_melon,812609253,1,W,L,1.0,0.0,109634.0,102709.0,107054.0,121905.0,-1.0,-6925.0,14851.0,-21776.0,True,EARLY4_SOLD,True,W->L,metrics/development/replays/P_EARLY4/melon_threshold/seed_812609253_seat_1.json.gz,metrics/development/replays/D0_B1/melon_threshold/seed_812609253_seat_1.json.gz
P_EARLY4,melon_threshold,diverse_melon,812609254,0,L,L,0.0,0.0,82319.0,97307.0,84181.0,122430.0,0.0,14988.0,38249.0,-23261.0,True,EARLY4_SOLD,True,L->L,metrics/development/replays/P_EARLY4/melon_threshold/seed_812609254_seat_0.json.gz,metrics/development/replays/D0_B1/melon_threshold/seed_812609254_seat_0.json.gz
P_EARLY4,melon_threshold,diverse_melon,812609254,1,W,L,1.0,0.0,85765.0,106562.0,80947.0,114100.0,-1.0,20797.0,33153.0,-12356.0,True,EARLY4_SOLD,True,W->L,metrics/development/replays/P_EARLY4/melon_threshold/seed_812609254_seat_1.json.gz,metrics/development/replays/D0_B1/melon_threshold/seed_812609254_seat_1.json.gz
P_ROTATE2,B1,near_lineage,812609251,0,D,L,0.5,0.0,83167.0,79027.0,83167.0,89827.0,-0.5,-4140.0,6660.0,-10800.0,True,ROTATE2_CONVERTED,True,D->L,metrics/development/replays/P_ROTATE2/B1/seed_812609251_seat_0.json.gz,metrics/development/replays/D0_B1/B1/seed_812609251_seat_0.json.gz
P_ROTATE2,B1,near_lineage,812609251,1,D,L,0.5,0.0,83167.0,79027.0,83167.0,89827.0,-0.5,-4140.0,6660.0,-10800.0,True,ROTATE2_CONVERTED,True,D->L,metrics/development/replays/P_ROTATE2/B1/seed_812609251_seat_1.json.gz,metrics/development/replays/D0_B1/B1/seed_812609251_seat_1.json.gz
P_ROTATE2,B1,near_lineage,812609252,0,D,L,0.5,0.0,101240.0,93096.0,101240.0,103602.0,-0.5,-8144.0,2362.0,-10506.0,True,ROTATE2_CONVERTED,True,D->L,metrics/development/replays/P_ROTATE2/B1/seed_812609252_seat_0.json.gz,metrics/development/replays/D0_B1/B1/seed_812609252_seat_0.json.gz
P_ROTATE2,B1,near_lineage,812609252,1,D,L,0.5,0.0,101240.0,93096.0,101240.0,103602.0,-0.5,-8144.0,2362.0,-10506.0,True,ROTATE2_CONVERTED,True,D->L,metrics/development/replays/P_ROTATE2/B1/seed_812609252_seat_1.json.gz,metrics/development/replays/D0_B1/B1/seed_812609252_seat_1.json.gz
P_ROTATE2,B1,near_lineage,812609253,0,D,D,0.5,0.5,109255.0,109255.0,109255.0,109255.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,D->D,metrics/development/replays/P_ROTATE2/B1/seed_812609253_seat_0.json.gz,metrics/development/replays/D0_B1/B1/seed_812609253_seat_0.json.gz
P_ROTATE2,B1,near_lineage,812609253,1,D,D,0.5,0.5,109255.0,109255.0,109255.0,109255.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,D->D,metrics/development/replays/P_ROTATE2/B1/seed_812609253_seat_1.json.gz,metrics/development/replays/D0_B1/B1/seed_812609253_seat_1.json.gz
P_ROTATE2,B1,near_lineage,812609254,0,L,L,0.0,0.0,83375.0,83375.0,86851.0,86851.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,L->L,metrics/development/replays/P_ROTATE2/B1/seed_812609254_seat_0.json.gz,metrics/development/replays/D0_B1/B1/seed_812609254_seat_0.json.gz
P_ROTATE2,B1,near_lineage,812609254,1,W,W,1.0,1.0,86851.0,86851.0,83375.0,83375.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,W->W,metrics/development/replays/P_ROTATE2/B1/seed_812609254_seat_1.json.gz,metrics/development/replays/D0_B1/B1/seed_812609254_seat_1.json.gz
P_ROTATE2,v57,near_lineage,812609251,0,W,L,1.0,0.0,82986.0,78649.0,82757.0,88973.0,-1.0,-4337.0,6216.0,-10553.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/v57/seed_812609251_seat_0.json.gz,metrics/development/replays/D0_B1/v57/seed_812609251_seat_0.json.gz
P_ROTATE2,v57,near_lineage,812609251,1,W,L,1.0,0.0,82986.0,78649.0,82757.0,88973.0,-1.0,-4337.0,6216.0,-10553.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/v57/seed_812609251_seat_1.json.gz,metrics/development/replays/D0_B1/v57/seed_812609251_seat_1.json.gz
P_ROTATE2,v57,near_lineage,812609252,0,W,L,1.0,0.0,100969.0,91145.0,100735.0,103142.0,-1.0,-9824.0,2407.0,-12231.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/v57/seed_812609252_seat_0.json.gz,metrics/development/replays/D0_B1/v57/seed_812609252_seat_0.json.gz
P_ROTATE2,v57,near_lineage,812609252,1,W,L,1.0,0.0,100969.0,91144.0,100735.0,103144.0,-1.0,-9825.0,2409.0,-12234.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/v57/seed_812609252_seat_1.json.gz,metrics/development/replays/D0_B1/v57/seed_812609252_seat_1.json.gz
P_ROTATE2,v57,near_lineage,812609253,0,W,W,1.0,1.0,109394.0,109394.0,109258.0,109258.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,W->W,metrics/development/replays/P_ROTATE2/v57/seed_812609253_seat_0.json.gz,metrics/development/replays/D0_B1/v57/seed_812609253_seat_0.json.gz
P_ROTATE2,v57,near_lineage,812609253,1,W,W,1.0,1.0,109394.0,109394.0,109258.0,109258.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,W->W,metrics/development/replays/P_ROTATE2/v57/seed_812609253_seat_1.json.gz,metrics/development/replays/D0_B1/v57/seed_812609253_seat_1.json.gz
P_ROTATE2,v57,near_lineage,812609254,0,L,L,0.0,0.0,83582.0,83582.0,86960.0,86960.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,L->L,metrics/development/replays/P_ROTATE2/v57/seed_812609254_seat_0.json.gz,metrics/development/replays/D0_B1/v57/seed_812609254_seat_0.json.gz
P_ROTATE2,v57,near_lineage,812609254,1,W,W,1.0,1.0,86325.0,86325.0,84198.0,84198.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,W->W,metrics/development/replays/P_ROTATE2/v57/seed_812609254_seat_1.json.gz,metrics/development/replays/D0_B1/v57/seed_812609254_seat_1.json.gz
P_ROTATE2,order_book,near_lineage,812609251,0,W,L,1.0,0.0,83275.0,79100.0,83042.0,89688.0,-1.0,-4175.0,6646.0,-10821.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/order_book/seed_812609251_seat_0.json.gz,metrics/development/replays/D0_B1/order_book/seed_812609251_seat_0.json.gz
P_ROTATE2,order_book,near_lineage,812609251,1,W,L,1.0,0.0,83275.0,79100.0,83042.0,89688.0,-1.0,-4175.0,6646.0,-10821.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/order_book/seed_812609251_seat_1.json.gz,metrics/development/replays/D0_B1/order_book/seed_812609251_seat_1.json.gz
P_ROTATE2,order_book,near_lineage,812609252,0,W,L,1.0,0.0,101166.0,93161.0,100688.0,103111.0,-1.0,-8005.0,2423.0,-10428.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/order_book/seed_812609252_seat_0.json.gz,metrics/development/replays/D0_B1/order_book/seed_812609252_seat_0.json.gz
P_ROTATE2,order_book,near_lineage,812609252,1,W,L,1.0,0.0,101166.0,93161.0,100688.0,103111.0,-1.0,-8005.0,2423.0,-10428.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/order_book/seed_812609252_seat_1.json.gz,metrics/development/replays/D0_B1/order_book/seed_812609252_seat_1.json.gz
P_ROTATE2,order_book,near_lineage,812609253,0,W,W,1.0,1.0,109282.0,109282.0,109204.0,109204.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,W->W,metrics/development/replays/P_ROTATE2/order_book/seed_812609253_seat_0.json.gz,metrics/development/replays/D0_B1/order_book/seed_812609253_seat_0.json.gz
P_ROTATE2,order_book,near_lineage,812609253,1,W,W,1.0,1.0,109282.0,109282.0,109204.0,109204.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,W->W,metrics/development/replays/P_ROTATE2/order_book/seed_812609253_seat_1.json.gz,metrics/development/replays/D0_B1/order_book/seed_812609253_seat_1.json.gz
P_ROTATE2,order_book,near_lineage,812609254,0,L,L,0.0,0.0,83244.0,83244.0,86532.0,86532.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,L->L,metrics/development/replays/P_ROTATE2/order_book/seed_812609254_seat_0.json.gz,metrics/development/replays/D0_B1/order_book/seed_812609254_seat_0.json.gz
P_ROTATE2,order_book,near_lineage,812609254,1,W,W,1.0,1.0,86632.0,86632.0,82957.0,82957.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,W->W,metrics/development/replays/P_ROTATE2/order_book/seed_812609254_seat_1.json.gz,metrics/development/replays/D0_B1/order_book/seed_812609254_seat_1.json.gz
P_ROTATE2,metav4,near_lineage,812609251,0,W,L,1.0,0.0,83011.0,78793.0,82415.0,88853.0,-1.0,-4218.0,6438.0,-10656.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/metav4/seed_812609251_seat_0.json.gz,metrics/development/replays/D0_B1/metav4/seed_812609251_seat_0.json.gz
P_ROTATE2,metav4,near_lineage,812609251,1,W,L,1.0,0.0,83011.0,78793.0,82415.0,88853.0,-1.0,-4218.0,6438.0,-10656.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/metav4/seed_812609251_seat_1.json.gz,metrics/development/replays/D0_B1/metav4/seed_812609251_seat_1.json.gz
P_ROTATE2,metav4,near_lineage,812609252,0,W,L,1.0,0.0,100856.0,91247.0,99986.0,102590.0,-1.0,-9609.0,2604.0,-12213.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/metav4/seed_812609252_seat_0.json.gz,metrics/development/replays/D0_B1/metav4/seed_812609252_seat_0.json.gz
P_ROTATE2,metav4,near_lineage,812609252,1,W,L,1.0,0.0,100856.0,91246.0,99986.0,102592.0,-1.0,-9610.0,2606.0,-12216.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/metav4/seed_812609252_seat_1.json.gz,metrics/development/replays/D0_B1/metav4/seed_812609252_seat_1.json.gz
P_ROTATE2,metav4,near_lineage,812609253,0,W,W,1.0,1.0,109589.0,109589.0,108982.0,108982.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,W->W,metrics/development/replays/P_ROTATE2/metav4/seed_812609253_seat_0.json.gz,metrics/development/replays/D0_B1/metav4/seed_812609253_seat_0.json.gz
P_ROTATE2,metav4,near_lineage,812609253,1,W,W,1.0,1.0,109589.0,109589.0,108982.0,108982.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,W->W,metrics/development/replays/P_ROTATE2/metav4/seed_812609253_seat_1.json.gz,metrics/development/replays/D0_B1/metav4/seed_812609253_seat_1.json.gz
P_ROTATE2,metav4,near_lineage,812609254,0,L,L,0.0,0.0,84091.0,84091.0,86158.0,86158.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,L->L,metrics/development/replays/P_ROTATE2/metav4/seed_812609254_seat_0.json.gz,metrics/development/replays/D0_B1/metav4/seed_812609254_seat_0.json.gz
P_ROTATE2,metav4,near_lineage,812609254,1,W,W,1.0,1.0,86682.0,86682.0,83582.0,83582.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,W->W,metrics/development/replays/P_ROTATE2/metav4/seed_812609254_seat_1.json.gz,metrics/development/replays/D0_B1/metav4/seed_812609254_seat_1.json.gz
P_ROTATE2,barnyard,diverse_barnyard,812609251,0,W,W,1.0,1.0,133235.0,133235.0,92735.0,92735.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,W->W,metrics/development/replays/P_ROTATE2/barnyard/seed_812609251_seat_0.json.gz,metrics/development/replays/D0_B1/barnyard/seed_812609251_seat_0.json.gz
P_ROTATE2,barnyard,diverse_barnyard,812609251,1,W,W,1.0,1.0,133235.0,133235.0,92735.0,92735.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,W->W,metrics/development/replays/P_ROTATE2/barnyard/seed_812609251_seat_1.json.gz,metrics/development/replays/D0_B1/barnyard/seed_812609251_seat_1.json.gz
P_ROTATE2,barnyard,diverse_barnyard,812609252,0,W,L,1.0,0.0,113797.0,78241.0,85282.0,109299.0,-1.0,-35556.0,24017.0,-59573.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/barnyard/seed_812609252_seat_0.json.gz,metrics/development/replays/D0_B1/barnyard/seed_812609252_seat_0.json.gz
P_ROTATE2,barnyard,diverse_barnyard,812609252,1,W,L,1.0,0.0,113797.0,78241.0,85282.0,109299.0,-1.0,-35556.0,24017.0,-59573.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/barnyard/seed_812609252_seat_1.json.gz,metrics/development/replays/D0_B1/barnyard/seed_812609252_seat_1.json.gz
P_ROTATE2,barnyard,diverse_barnyard,812609253,0,W,W,1.0,1.0,127752.0,127752.0,91732.0,91732.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,W->W,metrics/development/replays/P_ROTATE2/barnyard/seed_812609253_seat_0.json.gz,metrics/development/replays/D0_B1/barnyard/seed_812609253_seat_0.json.gz
P_ROTATE2,barnyard,diverse_barnyard,812609253,1,W,W,1.0,1.0,127752.0,127752.0,91732.0,91732.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,W->W,metrics/development/replays/P_ROTATE2/barnyard/seed_812609253_seat_1.json.gz,metrics/development/replays/D0_B1/barnyard/seed_812609253_seat_1.json.gz
P_ROTATE2,barnyard,diverse_barnyard,812609254,0,W,L,1.0,0.0,104810.0,69368.0,64958.0,82229.0,-1.0,-35442.0,17271.0,-52713.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/barnyard/seed_812609254_seat_0.json.gz,metrics/development/replays/D0_B1/barnyard/seed_812609254_seat_0.json.gz
P_ROTATE2,barnyard,diverse_barnyard,812609254,1,W,L,1.0,0.0,104810.0,69368.0,64958.0,82229.0,-1.0,-35442.0,17271.0,-52713.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/barnyard/seed_812609254_seat_1.json.gz,metrics/development/replays/D0_B1/barnyard/seed_812609254_seat_1.json.gz
P_ROTATE2,melon_threshold,diverse_melon,812609251,0,W,L,1.0,0.0,82523.0,77207.0,80509.0,83024.0,-1.0,-5316.0,2515.0,-7831.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/melon_threshold/seed_812609251_seat_0.json.gz,metrics/development/replays/D0_B1/melon_threshold/seed_812609251_seat_0.json.gz
P_ROTATE2,melon_threshold,diverse_melon,812609251,1,W,L,1.0,0.0,82523.0,77207.0,80509.0,83024.0,-1.0,-5316.0,2515.0,-7831.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/melon_threshold/seed_812609251_seat_1.json.gz,metrics/development/replays/D0_B1/melon_threshold/seed_812609251_seat_1.json.gz
P_ROTATE2,melon_threshold,diverse_melon,812609252,0,W,L,1.0,0.0,101731.0,91865.0,99775.0,102933.0,-1.0,-9866.0,3158.0,-13024.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/melon_threshold/seed_812609252_seat_0.json.gz,metrics/development/replays/D0_B1/melon_threshold/seed_812609252_seat_0.json.gz
P_ROTATE2,melon_threshold,diverse_melon,812609252,1,W,L,1.0,0.0,101731.0,91865.0,99775.0,102933.0,-1.0,-9866.0,3158.0,-13024.0,True,ROTATE2_CONVERTED,True,W->L,metrics/development/replays/P_ROTATE2/melon_threshold/seed_812609252_seat_1.json.gz,metrics/development/replays/D0_B1/melon_threshold/seed_812609252_seat_1.json.gz
P_ROTATE2,melon_threshold,diverse_melon,812609253,0,W,W,1.0,1.0,109634.0,109634.0,107054.0,107054.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,W->W,metrics/development/replays/P_ROTATE2/melon_threshold/seed_812609253_seat_0.json.gz,metrics/development/replays/D0_B1/melon_threshold/seed_812609253_seat_0.json.gz
P_ROTATE2,melon_threshold,diverse_melon,812609253,1,W,W,1.0,1.0,109634.0,109634.0,107054.0,107054.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,W->W,metrics/development/replays/P_ROTATE2/melon_threshold/seed_812609253_seat_1.json.gz,metrics/development/replays/D0_B1/melon_threshold/seed_812609253_seat_1.json.gz
P_ROTATE2,melon_threshold,diverse_melon,812609254,0,L,L,0.0,0.0,82319.0,82319.0,84181.0,84181.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,L->L,metrics/development/replays/P_ROTATE2/melon_threshold/seed_812609254_seat_0.json.gz,metrics/development/replays/D0_B1/melon_threshold/seed_812609254_seat_0.json.gz
P_ROTATE2,melon_threshold,diverse_melon,812609254,1,W,W,1.0,1.0,85765.0,85765.0,80947.0,80947.0,0.0,0.0,0.0,0.0,True,NOT_TRIGGERED,True,W->W,metrics/development/replays/P_ROTATE2/melon_threshold/seed_812609254_seat_1.json.gz,metrics/development/replays/D0_B1/melon_threshold/seed_812609254_seat_1.json.gz
