group,sid,n,win,loss,draw,winrate,wilson_low,wilson_high,final_rating,peak_rating,last20_win,opp_rating,bank,margin,median_margin,latest
v124,56357320,78,44,34,0,0.5641025641025641,0.45361986570375756,0.6685675945895508,1654.9613,1709.5001,11,1570.2442564102564,95772.91025641025,4354.602564102564,1429.5,2026-09-20T01:36:21.687722800Z
v124,56360233,79,55,24,0,0.6962025316455697,0.5876533928859551,0.7865553721612399,1571.7205,1587.5339,11,1416.6909215189871,95224.25316455697,5236.303797468355,3098.0,2026-09-20T02:39:50.182777600Z
Top2,56361903,131,118,13,0,0.9007633587786259,0.837607144602738,0.9410851130924571,3172.521409674032,3172.852570500396,15,2684.2062039162006,106203.35114503816,14309.687022900764,10597.0,2026-09-20T04:07:50.098775500Z
Top3,56354460,152,122,30,0,0.8026315789473685,0.7322390867806693,0.8581044629794242,3069.707548442365,3073.689367653408,14,2716.6145814573506,116234.15131578948,14617.842105263158,12347.0,2026-09-20T04:02:04.324130300Z
Top1,56216119,578,436,142,0,0.754325259515571,0.7176270287320721,0.7876652558636219,3292.9542911939634,3302.736175513316,16,2982.715439052097,108689.51211072665,5668.328719723183,4624.0,2026-09-20T03:02:24.454468500Z
v125,56384917,66,37,29,0,0.5606060606060606,0.44082635379991364,0.6737187908045056,1579.0817436237585,1634.9360572334535,8,1500.1005544770894,93807.5303030303,2687.6969696969695,945.5,2026-09-20T12:13:39.165672300Z
v125,56384919,64,42,22,0,0.65625,0.5340364020991819,0.7607685792155665,1531.4549492204403,1544.5975774500453,11,1395.4481979802108,99943.140625,9830.0,2704.5,2026-09-20T11:51:05.294560800Z
