group,n,tomato_games,four_quadrant_games,overflow_mean,overflow_games,atomic_requests,atomic_games,final_shed_mean,final_carry_mean,feed_ok_mean,care_ok_mean,final_sheep_mean,exit_games,exit_count,reuse_games,reused_tiles,hands_days,fert_WHEAT,first_day_WHEAT,first_day_min_WHEAT,first_day_max_WHEAT,fert_CARROT,first_day_CARROT,first_day_min_CARROT,first_day_max_CARROT,fert_TOMATO,first_day_TOMATO,first_day_min_TOMATO,first_day_max_TOMATO,fert_STRAWBERRY,first_day_STRAWBERRY,first_day_min_STRAWBERRY,first_day_max_STRAWBERRY,fert_MELON,first_day_MELON,first_day_min_MELON,first_day_max_MELON
Top1,578,575,0,8.854671280276817,499,0,0,1.0103806228373702,1.3391003460207613,306.7301038062284,313.69896193771626,1.7664359861591696,577,3809,404,784,285.24567474048445,65.00692041522491,0.0,0,0,10.140138408304498,18.0,6,27,16.95674740484429,12.0,6,19,68.75432525951557,2.0,1,3,0.03460207612456748,0.0,0,0
Top3,152,152,0,0.28289473684210525,14,247,108,0.0,0.0,366.69736842105266,331.4736842105263,2.9934210526315788,152,1696,146,758,285.25657894736844,76.77631578947368,0.0,0,0,26.914473684210527,11.0,11,24,20.539473684210527,11.0,11,18,52.125,2.0,2,2,0.0,0.0,0,0
Top2,131,128,0,4.145038167938932,77,0,0,4.8320610687022905,1.0381679389312977,324.412213740458,328.89312977099235,2.3053435114503817,131,851,88,219,286.0534351145038,78.93893129770993,0.0,0,0,10.84732824427481,18.0,6,26,15.198473282442748,11.0,6,18,65.43511450381679,2.0,2,2,0.0,0.0,0,0
v124,157,20,20,18.095541401273884,125,47,11,0.08917197452229299,0.12101910828025478,350.1592356687898,384.22929936305735,6.56687898089172,16,27,0,0,267.6369426751592,10.764331210191083,0.0,0,0,3.8662420382165603,24.0,21,27,2.535031847133758,18.0,18,18,59.98726114649681,5.0,5,5,0.0,0.0,0,0
v125,130,14,14,12.561538461538461,103,0,0,0.06923076923076923,0.16923076923076924,349.4307692307692,384.4846153846154,6.792307692307692,16,24,0,0,268.4076923076923,11.392307692307693,0.0,0,0,4.6,24.0,21,27,2.146153846153846,18.0,18,18,60.19230769230769,5.0,5,5,0.0,0.0,0,0
