arm,opponent_id,seed,seat,result,self_final_cash,margin,max_workers,max_unlocked_quadrants,max_animals,hire_order_turns,buy_land_order_turns,first_wheat_day,max_wheat_tiles,day15_wheat_tiles,day18_wheat_tiles,day24_wheat_tiles,plant_wheat_actions,first_carrot_day,max_carrot_tiles,day15_carrot_tiles,day18_carrot_tiles,day24_carrot_tiles,plant_carrot_actions,first_tomato_day,max_tomato_tiles,day15_tomato_tiles,day18_tomato_tiles,day24_tomato_tiles,plant_tomato_actions,first_strawberry_day,max_strawberry_tiles,day15_strawberry_tiles,day18_strawberry_tiles,day24_strawberry_tiles,plant_strawberry_actions,first_melon_day,max_melon_tiles,day15_melon_tiles,day18_melon_tiles,day24_melon_tiles,plant_melon_actions
more_wheat,v57,512609244,1,W,99830.0,1177.0,12,3,17,281,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,B1,512609241,0,L,108135.0,-231.0,14,4,17,284,3,0,25,21,18,21,126,14,37,3,7,17,68,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,B1,512609241,1,L,108135.0,-231.0,14,4,17,284,3,0,25,21,18,21,126,14,37,3,7,17,68,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,B1,512609242,0,L,114838.0,-598.0,14,4,17,284,3,0,25,24,25,21,129,18,42,0,0,17,65,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,B1,512609242,1,L,114838.0,-598.0,14,4,17,284,3,0,25,24,25,21,129,18,42,0,0,17,65,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,B1,512609243,0,W,97394.0,410.0,11,3,17,266,2,0,38,24,25,38,163,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,B1,512609243,1,W,97394.0,410.0,11,3,17,266,2,0,38,24,25,38,163,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,B1,512609244,0,W,99606.0,57.0,12,3,17,281,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,B1,512609244,1,W,99606.0,57.0,12,3,17,281,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,metav4,512609241,0,W,108979.0,581.0,14,4,17,284,3,0,25,21,18,21,126,14,37,3,7,17,68,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,metav4,512609241,1,W,108979.0,581.0,14,4,17,284,3,0,25,21,18,21,126,14,37,3,7,17,68,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,metav4,512609242,0,W,115223.0,172.0,14,4,17,284,3,0,25,24,25,21,129,18,42,0,0,17,65,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,metav4,512609242,1,W,115223.0,172.0,14,4,17,284,3,0,25,24,25,21,129,18,42,0,0,17,65,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,metav4,512609243,0,W,97579.0,522.0,11,3,17,266,2,0,38,24,25,38,163,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,metav4,512609243,1,W,97579.0,522.0,11,3,17,266,2,0,38,24,25,38,163,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,metav4,512609244,0,W,99684.0,168.0,12,3,17,281,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,metav4,512609244,1,W,99684.0,168.0,12,3,17,281,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,order_book,512609241,0,W,108140.0,209.0,14,4,17,284,3,0,25,21,18,21,126,14,37,3,7,17,68,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,order_book,512609241,1,W,108140.0,209.0,14,4,17,284,3,0,25,21,18,21,126,14,37,3,7,17,68,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,order_book,512609242,0,W,114915.0,15.0,14,4,17,284,3,0,25,24,25,21,129,18,42,0,0,17,65,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,order_book,512609242,1,W,114915.0,15.0,14,4,17,284,3,0,25,24,25,21,129,18,42,0,0,17,65,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,order_book,512609243,0,W,97527.0,483.0,11,3,17,266,2,0,38,24,25,38,163,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,order_book,512609243,1,W,97527.0,483.0,11,3,17,266,2,0,38,24,25,38,163,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,order_book,512609244,0,W,99610.0,67.0,12,3,17,281,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,order_book,512609244,1,W,99610.0,67.0,12,3,17,281,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,v57,512609241,0,W,108949.0,429.0,14,4,17,284,3,0,25,21,18,21,126,14,37,3,7,17,68,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,v57,512609241,1,W,108949.0,429.0,14,4,17,284,3,0,25,21,18,21,126,14,37,3,7,17,68,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,v57,512609242,0,L,115122.0,-668.0,14,4,17,284,3,0,25,24,25,21,129,18,42,0,0,17,65,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,v57,512609242,1,L,115122.0,-668.0,14,4,17,284,3,0,25,24,25,21,129,18,42,0,0,17,65,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,v57,512609243,0,W,97349.0,367.0,11,3,17,266,2,0,38,24,25,38,163,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,v57,512609243,1,W,97349.0,367.0,11,3,17,266,2,0,38,24,25,38,163,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,v57,512609244,0,W,99586.0,133.0,12,3,17,281,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
order_book_v3,v57,512609244,1,W,99586.0,133.0,12,3,17,281,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,B1,512609241,0,L,108155.0,-501.0,14,4,17,284,3,0,25,24,24,20,136,17,35,0,1,17,58,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,B1,512609241,1,L,108155.0,-501.0,14,4,17,284,3,0,25,24,24,20,136,17,35,0,1,17,58,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,B1,512609242,0,W,115853.0,706.0,14,4,17,284,3,0,25,24,25,21,134,20,39,0,0,17,60,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,B1,512609242,1,W,115853.0,706.0,14,4,17,284,3,0,25,24,25,21,134,20,39,0,0,17,60,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,B1,512609243,0,W,97052.0,49.0,11,3,17,266,2,0,38,24,25,38,163,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,B1,512609243,1,W,97052.0,49.0,11,3,17,266,2,0,38,24,25,38,163,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,B1,512609244,0,W,99406.0,692.0,12,3,17,281,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,B1,512609244,1,W,99406.0,692.0,12,3,17,281,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,metav4,512609241,0,W,108629.0,469.0,14,4,17,284,3,0,25,24,24,20,136,17,35,0,1,17,58,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,metav4,512609241,1,W,108629.0,469.0,14,4,17,284,3,0,25,24,24,20,136,17,35,0,1,17,58,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,metav4,512609242,0,W,115995.0,1467.0,14,4,17,284,3,0,25,24,25,21,133,20,40,0,0,17,61,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,metav4,512609242,1,W,115995.0,1467.0,14,4,17,284,3,0,25,24,25,21,133,20,40,0,0,17,61,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,metav4,512609243,0,W,97297.0,295.0,11,3,17,266,2,0,38,24,25,38,163,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,metav4,512609243,1,W,97297.0,295.0,11,3,17,266,2,0,38,24,25,38,163,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,metav4,512609244,0,W,99472.0,901.0,12,3,17,281,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,metav4,512609244,1,W,99472.0,901.0,12,3,17,281,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,order_book,512609241,0,L,108196.0,-11.0,14,4,17,284,3,0,25,24,24,20,136,17,35,0,1,17,58,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,order_book,512609241,1,L,108196.0,-11.0,14,4,17,284,3,0,25,24,24,20,136,17,35,0,1,17,58,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,order_book,512609242,0,W,116042.0,1751.0,14,4,17,284,3,0,25,24,25,21,134,20,39,0,0,17,60,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,order_book,512609242,1,W,116042.0,1751.0,14,4,17,284,3,0,25,24,25,21,134,20,39,0,0,17,60,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,order_book,512609243,0,L,97163.0,-13.0,11,3,17,266,2,0,38,24,25,38,163,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,order_book,512609243,1,L,97163.0,-13.0,11,3,17,266,2,0,38,24,25,38,163,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,order_book,512609244,0,W,99410.0,702.0,12,3,17,281,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,order_book,512609244,1,W,99410.0,702.0,12,3,17,281,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,v57,512609241,0,L,108453.0,-47.0,14,4,17,284,3,0,25,24,24,20,136,17,35,0,1,17,58,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,v57,512609241,1,L,108453.0,-47.0,14,4,17,284,3,0,25,24,24,20,136,17,35,0,1,17,58,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,v57,512609242,0,W,115894.0,595.0,14,4,17,284,3,0,25,24,25,21,133,20,40,0,0,17,61,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,v57,512609242,1,W,115894.0,595.0,14,4,17,284,3,0,25,24,25,21,133,20,40,0,0,17,61,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,v57,512609243,0,L,97067.0,-23.0,11,3,17,266,2,0,38,24,25,38,163,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,v57,512609243,1,L,97067.0,-23.0,11,3,17,266,2,0,38,24,25,38,163,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,v57,512609244,0,W,99374.0,648.0,12,3,17,281,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
v15stack,v57,512609244,1,W,99374.0,648.0,12,3,17,281,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,B1,512609241,0,L,106234.0,-2509.0,14,4,17,288,3,0,29,24,25,26,143,21,37,0,0,12,52,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,B1,512609241,1,L,106234.0,-2509.0,14,4,17,288,3,0,29,24,25,26,143,21,37,0,0,12,52,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,B1,512609242,0,L,114127.0,-2024.0,14,4,17,286,3,0,25,24,25,21,139,20,35,0,0,17,56,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,B1,512609242,1,L,114127.0,-2024.0,14,4,17,286,3,0,25,24,25,21,139,20,35,0,0,17,56,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,B1,512609243,0,L,96461.0,-743.0,11,3,17,266,2,0,38,24,25,38,164,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,B1,512609243,1,L,96461.0,-743.0,11,3,17,266,2,0,38,24,25,38,164,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,B1,512609244,0,L,98470.0,-1341.0,12,3,17,282,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,B1,512609244,1,L,98470.0,-1341.0,12,3,17,282,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,metav4,512609241,0,L,107180.0,-2149.0,14,4,17,288,3,0,29,24,25,26,143,21,37,0,0,12,52,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,metav4,512609241,1,L,107180.0,-2149.0,14,4,17,288,3,0,29,24,25,26,143,21,37,0,0,12,52,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,metav4,512609242,0,L,114391.0,-1262.0,14,4,17,286,3,0,25,24,25,21,139,20,35,0,0,17,56,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,metav4,512609242,1,L,114391.0,-1262.0,14,4,17,286,3,0,25,24,25,21,139,20,35,0,0,17,56,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,metav4,512609243,0,L,96591.0,-597.0,11,3,17,266,2,0,38,24,25,38,164,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,metav4,512609243,1,L,96591.0,-597.0,11,3,17,266,2,0,38,24,25,38,164,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,metav4,512609244,0,L,98406.0,-1849.0,12,3,17,282,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,metav4,512609244,1,L,98406.0,-1849.0,12,3,17,282,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,order_book,512609241,0,L,106261.0,-2047.0,14,4,17,288,3,0,29,24,25,26,143,21,37,0,0,12,52,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,order_book,512609241,1,L,106261.0,-2047.0,14,4,17,288,3,0,29,24,25,26,143,21,37,0,0,12,52,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,order_book,512609242,0,L,114202.0,-1412.0,14,4,17,286,3,0,25,24,25,21,139,20,35,0,0,17,56,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,order_book,512609242,1,L,114202.0,-1412.0,14,4,17,286,3,0,25,24,25,21,139,20,35,0,0,17,56,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,order_book,512609243,0,L,96505.0,-693.0,11,3,17,266,2,0,38,24,25,38,164,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,order_book,512609243,1,L,96505.0,-693.0,11,3,17,266,2,0,38,24,25,38,164,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,order_book,512609244,0,L,98470.0,-1339.0,12,3,17,282,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,order_book,512609244,1,L,98470.0,-1339.0,12,3,17,282,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,v57,512609241,0,L,107184.0,-2139.0,14,4,17,288,3,0,29,24,25,26,143,21,37,0,0,12,52,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,v57,512609241,1,L,107184.0,-2139.0,14,4,17,288,3,0,29,24,25,26,143,21,37,0,0,12,52,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,v57,512609242,0,L,114287.0,-2148.0,14,4,17,286,3,0,25,24,25,21,139,20,35,0,0,17,56,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,v57,512609242,1,L,114287.0,-2148.0,14,4,17,286,3,0,25,24,25,21,139,20,35,0,0,17,56,18,10,0,0,10,10,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,v57,512609243,0,L,96485.0,-763.0,11,3,17,266,2,0,38,24,25,38,164,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,v57,512609243,1,L,96485.0,-763.0,11,3,17,266,2,0,38,24,25,38,164,24,29,0,0,0,31,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,v57,512609244,0,L,98515.0,-1271.0,12,3,17,282,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
wonderful,v57,512609244,1,L,98515.0,-1271.0,12,3,17,282,2,0,41,24,25,38,166,25,27,0,0,0,28,,0,0,0,0,0,5,33,33,33,20,33,0,12,0,0,0,12
