arm,opponent_id,games,wins,losses,ties,score_rate,mean_self_cash,mean_opp_cash,mean_margin
B1,B1,2,0,0,2,0.5,113698.0,113698.0,0.0
m20_multi_hypothesis,B1,2,2,0,0,1.0,113628.0,113241.0,387.0
