arm,opponent_id,games,wins,losses,ties,score_rate,mean_self_cash,mean_opp_cash,mean_margin
B1_original,ahmed_v57,4,4,0,0,1.0,81001.0,78405.0,2596.0
B1_wrapper_null,ahmed_v57,4,4,0,0,1.0,81001.0,78405.0,2596.0
