arm,opponent_id,games,wins,losses,ties,score_rate,mean_self_cash,mean_opp_cash,mean_margin
herd_safe,melon_threshold,4,4,0,0,1.0,100947.0,98745.5,2201.5
herd_safe,ahmed_v57,4,4,0,0,1.0,100813.5,99948.5,865.0
herd_safe,metav4,4,4,0,0,1.0,100754.0,100044.0,710.0
herd_safe,order_book,4,4,0,0,1.0,100523.0,100161.0,362.0
