arm,opponent_id,games,wins,losses,ties,score_rate,mean_self_cash,mean_opp_cash,mean_margin
B0_v124,mooman_e052a,8,7,1,0,0.875,96877.875,90230.75,6647.125
B0_v124,qeinstein_moev2,8,7,1,0,0.875,80851.375,76459.625,4391.75
B0_v124,smart_farm,8,8,0,0,1.0,98337.0,92452.75,5884.25
B0_v124,souvik_v4,8,8,0,0,1.0,95558.375,83391.875,12166.5
B1_herd_safe,mooman_e052a,8,8,0,0,1.0,104116.375,87945.0,16171.375
B1_herd_safe,qeinstein_moev2,8,8,0,0,1.0,110682.625,93171.625,17511.0
B1_herd_safe,smart_farm,8,8,0,0,1.0,105088.25,86425.125,18663.125
B1_herd_safe,souvik_v4,8,8,0,0,1.0,103555.0,79187.625,24367.375
